transaction_id,data_hora,commodity_code,quantidade,tipo_operacao,unidade,moeda,cliente_id,canal,mercado,arquivo_origem,importado_em
COM-00000029,2024-01-02 20:16:00+00:00,OIL,31.0,COMPRA,bbl,USD,C009,RETAIL,US,commodities_operacional.sql,2025-08-13 20:41:29.101394+00:00
COM-00000030,2024-01-02 19:27:00+00:00,SILVER,33.0,COMPRA,oz,USD,C008,DISTRIB,BR,commodities_operacional.sql,2025-08-13 20:41:29.101443+00:00
COM-00000031,2024-01-02 19:08:00+00:00,GOLD,36.0,VENDA,oz,USD,C004,ONLINE,EU,commodities_operacional.sql,2025-08-13 20:41:29.101489+00:00
COM-00000032,2024-01-02 19:48:00+00:00,SILVER,10.0,COMPRA,oz,USD,C007,DISTRIB,US,commodities_operacional.sql,2025-08-13 20:41:29.101536+00:00
COM-00000033,2024-01-02 18:47:00+00:00,GOLD,15.0,COMPRA,oz,USD,C006,ONLINE,EU,commodities_operacional.sql,2025-08-13 20:41:29.101585+00:00
COM-00000034,2024-01-02 13:37:00+00:00,GOLD,33.0,VENDA,oz,USD,C001,ONLINE,BR,commodities_operacional.sql,2025-08-13 20:41:29.101632+00:00
COM-00000035,2024-01-02 20:48:00+00:00,SILVER,48.0,VENDA,oz,USD,C007,DISTRIB,BR,commodities_operacional.sql,2025-08-13 20:41:29.101682+00:00
COM-00000036,2024-01-02 17:06:00+00:00,GOLD,30.0,COMPRA,oz,USD,C005,RETAIL,US,commodities_operacional.sql,2025-08-13 20:41:29.101735+00:00
COM-00000037,2024-01-02 15:27:00+00:00,OIL,14.0,VENDA,bbl,USD,C008,RETAIL,US,commodities_operacional.sql,2025-08-13 20:41:29.101787+00:00
COM-00000038,2024-01-02 16:27:00+00:00,OIL,15.0,VENDA,bbl,USD,C002,RETAIL,US,commodities_operacional.sql,2025-08-13 20:41:29.101839+00:00
COM-00000039,2024-01-02 09:17:00+00:00,SILVER,39.0,VENDA,oz,USD,C010,DISTRIB,EU,commodities_operacional.sql,2025-08-13 20:41:29.101891+00:00
COM-00000040,2024-01-02 15:35:00+00:00,SILVER,19.0,COMPRA,oz,USD,C001,RETAIL,US,commodities_operacional.sql,2025-08-13 20:41:29.101938+00:00
COM-00000041,2024-01-02 11:23:00+00:00,SILVER,35.0,VENDA,oz,USD,C009,RETAIL,EU,commodities_operacional.sql,2025-08-13 20:41:29.101984+00:00
COM-00000042,2024-01-02 09:33:00+00:00,OIL,49.0,COMPRA,bbl,USD,C001,DISTRIB,EU,commodities_operacional.sql,2025-08-13 20:41:29.102029+00:00
COM-00000043,2024-01-02 20:14:00+00:00,GOLD,24.0,COMPRA,oz,USD,C009,RETAIL,BR,commodities_operacional.sql,2025-08-13 20:41:29.102079+00:00
COM-00000044,2024-01-03 11:31:00+00:00,SILVER,37.0,VENDA,oz,USD,C005,ONLINE,US,commodities_operacional.sql,2025-08-13 20:41:29.102137+00:00
COM-00000045,2024-01-03 16:43:00+00:00,OIL,25.0,VENDA,bbl,USD,C005,ONLINE,BR,commodities_operacional.sql,2025-08-13 20:41:29.102189+00:00
COM-00000046,2024-01-03 13:03:00+00:00,GOLD,32.0,COMPRA,oz,USD,C005,ONLINE,BR,commodities_operacional.sql,2025-08-13 20:41:29.102240+00:00
COM-00000047,2024-01-03 15:24:00+00:00,SILVER,12.0,VENDA,oz,USD,C008,DISTRIB,US,commodities_operacional.sql,2025-08-13 20:41:29.102290+00:00
COM-00000048,2024-01-03 12:13:00+00:00,OIL,45.0,COMPRA,bbl,USD,C005,DISTRIB,US,commodities_operacional.sql,2025-08-13 20:41:29.102340+00:00
COM-00000049,2024-01-03 20:32:00+00:00,SILVER,31.0,COMPRA,oz,USD,C005,DISTRIB,US,commodities_operacional.sql,2025-08-13 20:41:29.102391+00:00
COM-00000050,2024-01-03 13:52:00+00:00,OIL,18.0,COMPRA,bbl,USD,C005,ONLINE,US,commodities_operacional.sql,2025-08-13 20:41:29.102439+00:00
COM-00000051,2024-01-03 13:18:00+00:00,SILVER,16.0,COMPRA,oz,USD,C007,RETAIL,EU,commodities_operacional.sql,2025-08-13 20:41:29.102485+00:00
COM-00000052,2024-01-03 20:14:00+00:00,GOLD,42.0,VENDA,oz,USD,C004,RETAIL,BR,commodities_operacional.sql,2025-08-13 20:41:29.102531+00:00
COM-00000053,2024-01-03 10:34:00+00:00,OIL,36.0,VENDA,bbl,USD,C001,DISTRIB,US,commodities_operacional.sql,2025-08-13 20:41:29.102577+00:00
COM-00000054,2024-01-03 13:06:00+00:00,OIL,23.0,COMPRA,bbl,USD,C006,ONLINE,US,commodities_operacional.sql,2025-08-13 20:41:29.102625+00:00
COM-00000055,2024-01-03 17:43:00+00:00,GOLD,22.0,COMPRA,oz,USD,C004,ONLINE,US,commodities_operacional.sql,2025-08-13 20:41:29.102676+00:00
COM-00000056,2024-01-03 14:12:00+00:00,SILVER,27.0,VENDA,oz,USD,C005,DISTRIB,EU,commodities_operacional.sql,2025-08-13 20:41:29.102727+00:00
COM-00000057,2024-01-03 14:13:00+00:00,GOLD,49.0,VENDA,oz,USD,C006,RETAIL,BR,commodities_operacional.sql,2025-08-13 20:41:29.102777+00:00
COM-00000058,2024-01-03 10:31:00+00:00,SILVER,45.0,VENDA,oz,USD,C004,DISTRIB,EU,commodities_operacional.sql,2025-08-13 20:41:29.102829+00:00
COM-00000059,2024-01-03 09:51:00+00:00,SILVER,46.0,VENDA,oz,USD,C010,RETAIL,EU,commodities_operacional.sql,2025-08-13 20:41:29.102879+00:00
COM-00000060,2024-01-03 11:35:00+00:00,GOLD,34.0,VENDA,oz,USD,C003,DISTRIB,EU,commodities_operacional.sql,2025-08-13 20:41:29.102927+00:00
COM-00000061,2024-01-03 15:29:00+00:00,GOLD,32.0,COMPRA,oz,USD,C008,ONLINE,EU,commodities_operacional.sql,2025-08-13 20:41:29.102971+00:00
COM-00000062,2024-01-03 10:37:00+00:00,GOLD,24.0,VENDA,oz,USD,C007,RETAIL,EU,commodities_operacional.sql,2025-08-13 20:41:29.103016+00:00
COM-00000063,2024-01-03 17:57:00+00:00,GOLD,12.0,COMPRA,oz,USD,C006,ONLINE,EU,commodities_operacional.sql,2025-08-13 20:41:29.103065+00:00
COM-00000064,2024-01-03 13:55:00+00:00,GOLD,34.0,COMPRA,oz,USD,C005,DISTRIB,BR,commodities_operacional.sql,2025-08-13 20:41:29.103117+00:00
COM-00000065,2024-01-03 18:52:00+00:00,SILVER,21.0,VENDA,oz,USD,C006,ONLINE,BR,commodities_operacional.sql,2025-08-13 20:41:29.103171+00:00
COM-00000066,2024-01-03 18:56:00+00:00,SILVER,33.0,VENDA,oz,USD,C005,RETAIL,BR,commodities_operacional.sql,2025-08-13 20:41:29.103223+00:00
COM-00000067,2024-01-04 20:59:00+00:00,SILVER,16.0,COMPRA,oz,USD,C004,ONLINE,EU,commodities_operacional.sql,2025-08-13 20:41:29.103286+00:00
COM-00000068,2024-01-04 11:30:00+00:00,OIL,22.0,VENDA,bbl,USD,C009,ONLINE,BR,commodities_operacional.sql,2025-08-13 20:41:29.103338+00:00
COM-00000069,2024-01-04 20:25:00+00:00,OIL,15.0,COMPRA,bbl,USD,C008,ONLINE,BR,commodities_operacional.sql,2025-08-13 20:41:29.103390+00:00
COM-00000070,2024-01-04 19:22:00+00:00,OIL,33.0,COMPRA,bbl,USD,C004,ONLINE,BR,commodities_operacional.sql,2025-08-13 20:41:29.103437+00:00
COM-00000071,2024-01-04 12:02:00+00:00,OIL,22.0,COMPRA,bbl,USD,C004,DISTRIB,US,commodities_operacional.sql,2025-08-13 20:41:29.103484+00:00
COM-00000072,2024-01-04 16:28:00+00:00,GOLD,44.0,COMPRA,oz,USD,C009,RETAIL,EU,commodities_operacional.sql,2025-08-13 20:41:29.103529+00:00
COM-00000073,2024-01-04 09:39:00+00:00,GOLD,36.0,VENDA,oz,USD,C008,RETAIL,EU,commodities_operacional.sql,2025-08-13 20:41:29.103575+00:00
COM-00000074,2024-01-04 19:49:00+00:00,OIL,30.0,VENDA,bbl,USD,C003,DISTRIB,US,commodities_operacional.sql,2025-08-13 20:41:29.103625+00:00
COM-00000075,2024-01-04 20:27:00+00:00,SILVER,25.0,VENDA,oz,USD,C001,DISTRIB,US,commodities_operacional.sql,2025-08-13 20:41:29.103676+00:00
COM-00000076,2024-01-04 17:47:00+00:00,GOLD,21.0,COMPRA,oz,USD,C001,ONLINE,US,commodities_operacional.sql,2025-08-13 20:41:29.103726+00:00
COM-00000077,2024-01-04 18:17:00+00:00,SILVER,31.0,COMPRA,oz,USD,C004,ONLINE,US,commodities_operacional.sql,2025-08-13 20:41:29.103776+00:00
COM-00000078,2024-01-04 19:05:00+00:00,OIL,49.0,COMPRA,bbl,USD,C002,ONLINE,US,commodities_operacional.sql,2025-08-13 20:41:29.103828+00:00
COM-00000079,2024-01-04 20:47:00+00:00,GOLD,34.0,VENDA,oz,USD,C006,RETAIL,EU,commodities_operacional.sql,2025-08-13 20:41:29.103880+00:00
COM-00000080,2024-01-04 09:03:00+00:00,GOLD,43.0,COMPRA,oz,USD,C001,ONLINE,EU,commodities_operacional.sql,2025-08-13 20:41:29.103929+00:00
COM-00000081,2024-01-04 11:51:00+00:00,OIL,17.0,VENDA,bbl,USD,C010,RETAIL,BR,commodities_operacional.sql,2025-08-13 20:41:29.103977+00:00
COM-00000082,2024-01-04 17:59:00+00:00,OIL,18.0,COMPRA,bbl,USD,C010,RETAIL,BR,commodities_operacional.sql,2025-08-13 20:41:29.104023+00:00
COM-00000083,2024-01-04 16:22:00+00:00,SILVER,50.0,VENDA,oz,USD,C004,ONLINE,EU,commodities_operacional.sql,2025-08-13 20:41:29.104072+00:00
COM-00000084,2024-01-04 18:36:00+00:00,OIL,34.0,COMPRA,bbl,USD,C006,ONLINE,EU,commodities_operacional.sql,2025-08-13 20:41:29.104123+00:00
COM-00000085,2024-01-05 13:31:00+00:00,SILVER,46.0,COMPRA,oz,USD,C005,RETAIL,BR,commodities_operacional.sql,2025-08-13 20:41:29.104180+00:00
COM-00000086,2024-01-05 14:36:00+00:00,GOLD,24.0,COMPRA,oz,USD,C007,RETAIL,EU,commodities_operacional.sql,2025-08-13 20:41:29.104231+00:00
COM-00000087,2024-01-05 19:22:00+00:00,SILVER,41.0,COMPRA,oz,USD,C004,ONLINE,EU,commodities_operacional.sql,2025-08-13 20:41:29.104281+00:00
COM-00000088,2024-01-05 16:03:00+00:00,SILVER,22.0,COMPRA,oz,USD,C006,ONLINE,BR,commodities_operacional.sql,2025-08-13 20:41:29.104331+00:00
COM-00000089,2024-01-05 19:42:00+00:00,GOLD,39.0,VENDA,oz,USD,C010,RETAIL,US,commodities_operacional.sql,2025-08-13 20:41:29.104382+00:00
COM-00000090,2024-01-05 16:47:00+00:00,SILVER,18.0,VENDA,oz,USD,C006,ONLINE,EU,commodities_operacional.sql,2025-08-13 20:41:29.104429+00:00
COM-00000091,2024-01-05 10:09:00+00:00,OIL,49.0,VENDA,bbl,USD,C009,ONLINE,US,commodities_operacional.sql,2025-08-13 20:41:29.104475+00:00
COM-00000092,2024-01-05 11:57:00+00:00,OIL,12.0,VENDA,bbl,USD,C003,RETAIL,EU,commodities_operacional.sql,2025-08-13 20:41:29.104521+00:00
COM-00000093,2024-01-05 09:45:00+00:00,SILVER,19.0,VENDA,oz,USD,C007,ONLINE,US,commodities_operacional.sql,2025-08-13 20:41:29.104569+00:00
COM-00000094,2024-01-05 13:35:00+00:00,GOLD,11.0,COMPRA,oz,USD,C004,ONLINE,US,commodities_operacional.sql,2025-08-13 20:41:29.104619+00:00
COM-00000095,2024-01-05 15:50:00+00:00,GOLD,32.0,VENDA,oz,USD,C008,DISTRIB,US,commodities_operacional.sql,2025-08-13 20:41:29.104669+00:00
COM-00000096,2024-01-05 15:44:00+00:00,OIL,48.0,VENDA,bbl,USD,C008,ONLINE,EU,commodities_operacional.sql,2025-08-13 20:41:29.104719+00:00
COM-00000097,2024-01-05 09:16:00+00:00,SILVER,15.0,VENDA,oz,USD,C008,DISTRIB,US,commodities_operacional.sql,2025-08-13 20:41:29.104775+00:00
COM-00000098,2024-01-05 13:13:00+00:00,SILVER,12.0,COMPRA,oz,USD,C003,DISTRIB,US,commodities_operacional.sql,2025-08-13 20:41:29.104828+00:00
COM-00000099,2024-01-05 14:27:00+00:00,SILVER,18.0,COMPRA,oz,USD,C001,RETAIL,EU,commodities_operacional.sql,2025-08-13 20:41:29.104878+00:00
COM-00000100,2024-01-05 17:32:00+00:00,OIL,42.0,VENDA,bbl,USD,C006,RETAIL,US,commodities_operacional.sql,2025-08-13 20:41:29.104925+00:00
COM-00000101,2024-01-05 15:44:00+00:00,OIL,49.0,COMPRA,bbl,USD,C006,ONLINE,BR,commodities_operacional.sql,2025-08-13 20:41:29.104970+00:00
COM-00000102,2024-01-05 19:03:00+00:00,OIL,36.0,COMPRA,bbl,USD,C003,ONLINE,EU,commodities_operacional.sql,2025-08-13 20:41:29.105016+00:00
COM-00000103,2024-01-05 10:06:00+00:00,GOLD,22.0,VENDA,oz,USD,C005,ONLINE,US,commodities_operacional.sql,2025-08-13 20:41:29.105064+00:00
COM-00000104,2024-01-05 18:17:00+00:00,OIL,38.0,COMPRA,bbl,USD,C002,RETAIL,EU,commodities_operacional.sql,2025-08-13 20:41:29.105114+00:00
COM-00000105,2024-01-08 17:01:00+00:00,GOLD,23.0,VENDA,oz,USD,C001,ONLINE,EU,commodities_operacional.sql,2025-08-13 20:41:29.105172+00:00
COM-00000106,2024-01-08 13:54:00+00:00,SILVER,43.0,VENDA,oz,USD,C003,RETAIL,BR,commodities_operacional.sql,2025-08-13 20:41:29.105226+00:00
COM-00000107,2024-01-08 11:45:00+00:00,SILVER,46.0,VENDA,oz,USD,C003,DISTRIB,BR,commodities_operacional.sql,2025-08-13 20:41:29.105279+00:00
COM-00000108,2024-01-08 20:48:00+00:00,SILVER,17.0,VENDA,oz,USD,C002,DISTRIB,EU,commodities_operacional.sql,2025-08-13 20:41:29.105330+00:00
COM-00000109,2024-01-08 09:23:00+00:00,SILVER,24.0,VENDA,oz,USD,C009,DISTRIB,BR,commodities_operacional.sql,2025-08-13 20:41:29.105380+00:00
COM-00000110,2024-01-08 12:37:00+00:00,SILVER,32.0,COMPRA,oz,USD,C006,RETAIL,US,commodities_operacional.sql,2025-08-13 20:41:29.105429+00:00
COM-00000111,2024-01-08 12:40:00+00:00,OIL,13.0,VENDA,bbl,USD,C007,RETAIL,BR,commodities_operacional.sql,2025-08-13 20:41:29.105476+00:00
COM-00000112,2024-01-08 19:46:00+00:00,GOLD,35.0,VENDA,oz,USD,C008,ONLINE,EU,commodities_operacional.sql,2025-08-13 20:41:29.105522+00:00
COM-00000113,2024-01-08 17:48:00+00:00,OIL,43.0,VENDA,bbl,USD,C009,RETAIL,EU,commodities_operacional.sql,2025-08-13 20:41:29.105571+00:00
COM-00000114,2024-01-08 15:53:00+00:00,SILVER,31.0,VENDA,oz,USD,C009,RETAIL,EU,commodities_operacional.sql,2025-08-13 20:41:29.105621+00:00
COM-00000115,2024-01-08 18:57:00+00:00,GOLD,20.0,VENDA,oz,USD,C005,RETAIL,EU,commodities_operacional.sql,2025-08-13 20:41:29.105670+00:00
COM-00000116,2024-01-08 19:11:00+00:00,SILVER,20.0,COMPRA,oz,USD,C009,RETAIL,EU,commodities_operacional.sql,2025-08-13 20:41:29.105723+00:00
COM-00000117,2024-01-08 10:33:00+00:00,GOLD,23.0,COMPRA,oz,USD,C005,ONLINE,US,commodities_operacional.sql,2025-08-13 20:41:29.105773+00:00
COM-00000118,2024-01-08 09:27:00+00:00,GOLD,42.0,VENDA,oz,USD,C005,DISTRIB,EU,commodities_operacional.sql,2025-08-13 20:41:29.105823+00:00
COM-00000119,2024-01-08 13:43:00+00:00,SILVER,37.0,VENDA,oz,USD,C002,DISTRIB,EU,commodities_operacional.sql,2025-08-13 20:41:29.105872+00:00
COM-00000120,2024-01-08 17:01:00+00:00,OIL,49.0,VENDA,bbl,USD,C001,DISTRIB,US,commodities_operacional.sql,2025-08-13 20:41:29.105922+00:00
COM-00000121,2024-01-08 12:30:00+00:00,SILVER,27.0,VENDA,oz,USD,C003,RETAIL,US,commodities_operacional.sql,2025-08-13 20:41:29.105967+00:00
COM-00000122,2024-01-08 16:21:00+00:00,SILVER,19.0,COMPRA,oz,USD,C010,ONLINE,US,commodities_operacional.sql,2025-08-13 20:41:29.106012+00:00
COM-00000123,2024-01-09 10:30:00+00:00,GOLD,30.0,VENDA,oz,USD,C010,RETAIL,EU,commodities_operacional.sql,2025-08-13 20:41:29.106068+00:00
COM-00000124,2024-01-09 18:40:00+00:00,OIL,20.0,VENDA,bbl,USD,C010,DISTRIB,EU,commodities_operacional.sql,2025-08-13 20:41:29.106122+00:00
COM-00000125,2024-01-09 16:17:00+00:00,SILVER,15.0,COMPRA,oz,USD,C009,RETAIL,EU,commodities_operacional.sql,2025-08-13 20:41:29.106174+00:00
COM-00000126,2024-01-09 17:24:00+00:00,OIL,20.0,VENDA,bbl,USD,C006,DISTRIB,US,commodities_operacional.sql,2025-08-13 20:41:29.106226+00:00
COM-00000127,2024-01-09 20:41:00+00:00,GOLD,17.0,VENDA,oz,USD,C005,DISTRIB,US,commodities_operacional.sql,2025-08-13 20:41:29.106341+00:00
COM-00000128,2024-01-09 12:17:00+00:00,OIL,49.0,VENDA,bbl,USD,C003,DISTRIB,US,commodities_operacional.sql,2025-08-13 20:41:29.106426+00:00
COM-00000129,2024-01-09 14:49:00+00:00,GOLD,37.0,VENDA,oz,USD,C009,ONLINE,EU,commodities_operacional.sql,2025-08-13 20:41:29.106508+00:00
COM-00000130,2024-01-09 16:33:00+00:00,OIL,48.0,VENDA,bbl,USD,C007,ONLINE,EU,commodities_operacional.sql,2025-08-13 20:41:29.106572+00:00
COM-00000131,2024-01-09 09:36:00+00:00,GOLD,23.0,VENDA,oz,USD,C001,RETAIL,EU,commodities_operacional.sql,2025-08-13 20:41:29.106631+00:00
COM-00000132,2024-01-09 09:53:00+00:00,GOLD,17.0,VENDA,oz,USD,C002,ONLINE,BR,commodities_operacional.sql,2025-08-13 20:41:29.106692+00:00
COM-00000133,2024-01-09 20:20:00+00:00,GOLD,46.0,VENDA,oz,USD,C001,RETAIL,EU,commodities_operacional.sql,2025-08-13 20:41:29.106750+00:00
COM-00000134,2024-01-09 11:59:00+00:00,GOLD,27.0,COMPRA,oz,USD,C004,ONLINE,EU,commodities_operacional.sql,2025-08-13 20:41:29.106802+00:00
COM-00000135,2024-01-09 17:50:00+00:00,OIL,23.0,VENDA,bbl,USD,C005,RETAIL,EU,commodities_operacional.sql,2025-08-13 20:41:29.106853+00:00
COM-00000136,2024-01-09 16:24:00+00:00,GOLD,36.0,COMPRA,oz,USD,C005,RETAIL,EU,commodities_operacional.sql,2025-08-13 20:41:29.106902+00:00
COM-00000137,2024-01-09 13:27:00+00:00,SILVER,13.0,COMPRA,oz,USD,C010,RETAIL,EU,commodities_operacional.sql,2025-08-13 20:41:29.106952+00:00
COM-00000138,2024-01-09 13:00:00+00:00,GOLD,23.0,COMPRA,oz,USD,C004,DISTRIB,EU,commodities_operacional.sql,2025-08-13 20:41:29.107002+00:00
COM-00000139,2024-01-09 10:53:00+00:00,GOLD,31.0,COMPRA,oz,USD,C008,DISTRIB,EU,commodities_operacional.sql,2025-08-13 20:41:29.107051+00:00
COM-00000140,2024-01-09 14:50:00+00:00,GOLD,43.0,VENDA,oz,USD,C003,DISTRIB,EU,commodities_operacional.sql,2025-08-13 20:41:29.107101+00:00
COM-00000141,2024-01-09 10:59:00+00:00,OIL,32.0,VENDA,bbl,USD,C008,DISTRIB,US,commodities_operacional.sql,2025-08-13 20:41:29.107150+00:00
COM-00000142,2024-01-09 09:22:00+00:00,OIL,25.0,COMPRA,bbl,USD,C002,DISTRIB,BR,commodities_operacional.sql,2025-08-13 20:41:29.107199+00:00
COM-00000143,2024-01-09 15:31:00+00:00,SILVER,27.0,VENDA,oz,USD,C006,RETAIL,EU,commodities_operacional.sql,2025-08-13 20:41:29.107249+00:00
COM-00000144,2024-01-09 16:08:00+00:00,GOLD,13.0,VENDA,oz,USD,C004,RETAIL,BR,commodities_operacional.sql,2025-08-13 20:41:29.107298+00:00
COM-00000145,2024-01-09 20:54:00+00:00,OIL,29.0,COMPRA,bbl,USD,C007,ONLINE,EU,commodities_operacional.sql,2025-08-13 20:41:29.107347+00:00
COM-00000146,2024-01-09 11:45:00+00:00,SILVER,43.0,VENDA,oz,USD,C004,DISTRIB,US,commodities_operacional.sql,2025-08-13 20:41:29.107407+00:00
COM-00000147,2024-01-10 11:51:00+00:00,SILVER,42.0,VENDA,oz,USD,C010,RETAIL,BR,commodities_operacional.sql,2025-08-13 20:41:29.107472+00:00
COM-00000148,2024-01-10 10:56:00+00:00,GOLD,32.0,VENDA,oz,USD,C002,RETAIL,EU,commodities_operacional.sql,2025-08-13 20:41:29.107531+00:00
COM-00000149,2024-01-10 12:35:00+00:00,SILVER,25.0,COMPRA,oz,USD,C002,RETAIL,US,commodities_operacional.sql,2025-08-13 20:41:29.107590+00:00
COM-00000150,2024-01-10 14:55:00+00:00,OIL,30.0,COMPRA,bbl,USD,C010,ONLINE,BR,commodities_operacional.sql,2025-08-13 20:41:29.107645+00:00
COM-00000151,2024-01-10 11:26:00+00:00,OIL,26.0,COMPRA,bbl,USD,C001,RETAIL,US,commodities_operacional.sql,2025-08-13 20:41:29.107700+00:00
COM-00000152,2024-01-10 16:41:00+00:00,OIL,42.0,VENDA,bbl,USD,C007,DISTRIB,EU,commodities_operacional.sql,2025-08-13 20:41:29.107754+00:00
COM-00000153,2024-01-10 09:28:00+00:00,OIL,45.0,COMPRA,bbl,USD,C001,DISTRIB,US,commodities_operacional.sql,2025-08-13 20:41:29.107807+00:00
COM-00000154,2024-01-10 19:50:00+00:00,GOLD,46.0,COMPRA,oz,USD,C004,RETAIL,EU,commodities_operacional.sql,2025-08-13 20:41:29.107861+00:00
COM-00000155,2024-01-10 16:30:00+00:00,GOLD,33.0,VENDA,oz,USD,C002,ONLINE,BR,commodities_operacional.sql,2025-08-13 20:41:29.107914+00:00
COM-00000156,2024-01-10 19:44:00+00:00,SILVER,27.0,VENDA,oz,USD,C001,ONLINE,US,commodities_operacional.sql,2025-08-13 20:41:29.107964+00:00
COM-00000157,2024-01-10 11:21:00+00:00,SILVER,23.0,COMPRA,oz,USD,C006,DISTRIB,US,commodities_operacional.sql,2025-08-13 20:41:29.108019+00:00
COM-00000158,2024-01-10 17:11:00+00:00,SILVER,43.0,COMPRA,oz,USD,C010,RETAIL,EU,commodities_operacional.sql,2025-08-13 20:41:29.108069+00:00
