ativo,preco,moeda,horario_coleta
GC=F,2045.699951171875,USD,2024-01-03 14:00:00+00:00
GC=F,2040.5999755859375,USD,2024-01-03 15:00:00+00:00
GC=F,2040.4000244140625,USD,2024-01-03 16:00:00+00:00
GC=F,2041.300048828125,USD,2024-01-03 17:00:00+00:00
GC=F,2043.800048828125,USD,2024-01-03 18:00:00+00:00
GC=F,2044.5999755859375,USD,2024-01-03 19:00:00+00:00
GC=F,2049.199951171875,USD,2024-01-03 20:00:00+00:00
GC=F,2049.60009765625,USD,2024-01-03 21:00:00+00:00
GC=F,2050.10009765625,USD,2024-01-03 23:00:00+00:00
GC=F,2049.300048828125,USD,2024-01-04 00:00:00+00:00
GC=F,2049.0,USD,2024-01-04 01:00:00+00:00
GC=F,2051.60009765625,USD,2024-01-04 02:00:00+00:00
GC=F,2051.699951171875,USD,2024-01-04 03:00:00+00:00
GC=F,2050.300048828125,USD,2024-01-04 04:00:00+00:00
GC=F,2051.10009765625,USD,2024-01-04 05:00:00+00:00
GC=F,2054.60009765625,USD,2024-01-04 06:00:00+00:00
GC=F,2054.699951171875,USD,2024-01-04 07:00:00+00:00
GC=F,2053.89990234375,USD,2024-01-04 08:00:00+00:00
GC=F,2055.10009765625,USD,2024-01-04 09:00:00+00:00
GC=F,2055.199951171875,USD,2024-01-04 10:00:00+00:00
GC=F,2052.39990234375,USD,2024-01-04 11:00:00+00:00
GC=F,2053.300048828125,USD,2024-01-04 12:00:00+00:00
GC=F,2047.4000244140625,USD,2024-01-04 13:00:00+00:00
GC=F,2046.5,USD,2024-01-04 14:00:00+00:00
GC=F,2052.5,USD,2024-01-04 15:00:00+00:00
GC=F,2052.0,USD,2024-01-04 16:00:00+00:00
GC=F,2050.699951171875,USD,2024-01-04 17:00:00+00:00
GC=F,2050.60009765625,USD,2024-01-04 18:00:00+00:00
GC=F,2051.800048828125,USD,2024-01-04 19:00:00+00:00
GC=F,2050.699951171875,USD,2024-01-04 20:00:00+00:00
GC=F,2051.0,USD,2024-01-04 21:00:00+00:00
GC=F,2051.199951171875,USD,2024-01-04 23:00:00+00:00
GC=F,2051.300048828125,USD,2024-01-05 00:00:00+00:00
GC=F,2052.800048828125,USD,2024-01-05 01:00:00+00:00
GC=F,2052.89990234375,USD,2024-01-05 02:00:00+00:00
GC=F,2052.0,USD,2024-01-05 03:00:00+00:00
GC=F,2051.699951171875,USD,2024-01-05 04:00:00+00:00
GC=F,2051.199951171875,USD,2024-01-05 05:00:00+00:00
GC=F,2049.199951171875,USD,2024-01-05 06:00:00+00:00
GC=F,2050.0,USD,2024-01-05 07:00:00+00:00
GC=F,2049.300048828125,USD,2024-01-05 08:00:00+00:00
GC=F,2045.800048828125,USD,2024-01-05 09:00:00+00:00
GC=F,2046.9000244140625,USD,2024-01-05 10:00:00+00:00
GC=F,2046.0,USD,2024-01-05 11:00:00+00:00
GC=F,2046.9000244140625,USD,2024-01-05 12:00:00+00:00
GC=F,2046.9000244140625,USD,2024-01-05 13:00:00+00:00
GC=F,2054.199951171875,USD,2024-01-05 14:00:00+00:00
GC=F,2061.89990234375,USD,2024-01-05 15:00:00+00:00
GC=F,2051.800048828125,USD,2024-01-05 16:00:00+00:00
GC=F,2048.800048828125,USD,2024-01-05 17:00:00+00:00
GC=F,2055.0,USD,2024-01-05 18:00:00+00:00
GC=F,2052.60009765625,USD,2024-01-05 19:00:00+00:00
GC=F,2050.800048828125,USD,2024-01-05 20:00:00+00:00
GC=F,2052.699951171875,USD,2024-01-05 21:00:00+00:00
GC=F,2051.10009765625,USD,2024-01-07 23:00:00+00:00
GC=F,2052.5,USD,2024-01-08 00:00:00+00:00
GC=F,2050.199951171875,USD,2024-01-08 01:00:00+00:00
GC=F,2047.800048828125,USD,2024-01-08 02:00:00+00:00
GC=F,2042.9000244140625,USD,2024-01-08 03:00:00+00:00
GC=F,2042.300048828125,USD,2024-01-08 04:00:00+00:00
GC=F,2037.199951171875,USD,2024-01-08 05:00:00+00:00
GC=F,2039.300048828125,USD,2024-01-08 06:00:00+00:00
GC=F,2037.699951171875,USD,2024-01-08 07:00:00+00:00
GC=F,2034.4000244140625,USD,2024-01-08 08:00:00+00:00
GC=F,2035.5,USD,2024-01-08 09:00:00+00:00
GC=F,2033.9000244140625,USD,2024-01-08 10:00:00+00:00
GC=F,2026.4000244140625,USD,2024-01-08 11:00:00+00:00
GC=F,2031.0,USD,2024-01-08 12:00:00+00:00
GC=F,2025.199951171875,USD,2024-01-08 13:00:00+00:00
GC=F,2032.800048828125,USD,2024-01-08 14:00:00+00:00
GC=F,2040.9000244140625,USD,2024-01-08 15:00:00+00:00
GC=F,2038.800048828125,USD,2024-01-08 16:00:00+00:00
GC=F,2034.0999755859375,USD,2024-01-08 17:00:00+00:00
GC=F,2032.800048828125,USD,2024-01-08 18:00:00+00:00
GC=F,2035.699951171875,USD,2024-01-08 19:00:00+00:00
GC=F,2033.4000244140625,USD,2024-01-08 20:00:00+00:00
GC=F,2034.0999755859375,USD,2024-01-08 21:00:00+00:00
GC=F,2036.699951171875,USD,2024-01-08 23:00:00+00:00
GC=F,2040.4000244140625,USD,2024-01-09 00:00:00+00:00
GC=F,2038.199951171875,USD,2024-01-09 01:00:00+00:00
GC=F,2040.0999755859375,USD,2024-01-09 02:00:00+00:00
GC=F,2039.5999755859375,USD,2024-01-09 03:00:00+00:00
GC=F,2039.0,USD,2024-01-09 04:00:00+00:00
GC=F,2038.5999755859375,USD,2024-01-09 05:00:00+00:00
GC=F,2039.0,USD,2024-01-09 06:00:00+00:00
GC=F,2041.9000244140625,USD,2024-01-09 07:00:00+00:00
GC=F,2040.300048828125,USD,2024-01-09 08:00:00+00:00
GC=F,2041.5999755859375,USD,2024-01-09 09:00:00+00:00
GC=F,2041.4000244140625,USD,2024-01-09 10:00:00+00:00
GC=F,2041.0999755859375,USD,2024-01-09 11:00:00+00:00
GC=F,2042.300048828125,USD,2024-01-09 12:00:00+00:00
GC=F,2044.9000244140625,USD,2024-01-09 13:00:00+00:00
GC=F,2040.5999755859375,USD,2024-01-09 14:00:00+00:00
GC=F,2034.699951171875,USD,2024-01-09 15:00:00+00:00
GC=F,2037.199951171875,USD,2024-01-09 16:00:00+00:00
GC=F,2033.4000244140625,USD,2024-01-09 17:00:00+00:00
GC=F,2034.800048828125,USD,2024-01-09 18:00:00+00:00
GC=F,2034.699951171875,USD,2024-01-09 19:00:00+00:00
GC=F,2034.300048828125,USD,2024-01-09 20:00:00+00:00
GC=F,2035.9000244140625,USD,2024-01-09 21:00:00+00:00
GC=F,2036.699951171875,USD,2024-01-09 23:00:00+00:00
GC=F,2036.0999755859375,USD,2024-01-10 00:00:00+00:00
GC=F,2037.199951171875,USD,2024-01-10 01:00:00+00:00
GC=F,2037.199951171875,USD,2024-01-10 02:00:00+00:00
GC=F,2034.300048828125,USD,2024-01-10 03:00:00+00:00
GC=F,2035.4000244140625,USD,2024-01-10 04:00:00+00:00
GC=F,2032.0,USD,2024-01-10 05:00:00+00:00
GC=F,2030.0,USD,2024-01-10 06:00:00+00:00
GC=F,2036.699951171875,USD,2024-01-10 07:00:00+00:00
GC=F,2041.199951171875,USD,2024-01-10 08:00:00+00:00
GC=F,2041.5,USD,2024-01-10 09:00:00+00:00
GC=F,2040.5999755859375,USD,2024-01-10 10:00:00+00:00
GC=F,2039.9000244140625,USD,2024-01-10 11:00:00+00:00
GC=F,2037.0999755859375,USD,2024-01-10 12:00:00+00:00
GC=F,2035.9000244140625,USD,2024-01-10 13:00:00+00:00
GC=F,2033.0999755859375,USD,2024-01-10 14:00:00+00:00
GC=F,2033.300048828125,USD,2024-01-10 15:00:00+00:00
GC=F,2032.5,USD,2024-01-10 16:00:00+00:00
GC=F,2029.5999755859375,USD,2024-01-10 17:00:00+00:00
GC=F,2029.0999755859375,USD,2024-01-10 18:00:00+00:00
GC=F,2029.4000244140625,USD,2024-01-10 19:00:00+00:00
GC=F,2029.0999755859375,USD,2024-01-10 20:00:00+00:00
GC=F,2029.800048828125,USD,2024-01-10 21:00:00+00:00
GC=F,2030.800048828125,USD,2024-01-10 23:00:00+00:00
GC=F,2032.0999755859375,USD,2024-01-11 00:00:00+00:00
GC=F,2033.800048828125,USD,2024-01-11 01:00:00+00:00
GC=F,2033.5999755859375,USD,2024-01-11 02:00:00+00:00
GC=F,2035.0,USD,2024-01-11 03:00:00+00:00
GC=F,2036.0,USD,2024-01-11 04:00:00+00:00
GC=F,2037.0,USD,2024-01-11 05:00:00+00:00
GC=F,2038.300048828125,USD,2024-01-11 06:00:00+00:00
GC=F,2038.300048828125,USD,2024-01-11 07:00:00+00:00
GC=F,2035.4000244140625,USD,2024-01-11 08:00:00+00:00
GC=F,2035.800048828125,USD,2024-01-11 09:00:00+00:00
GC=F,2036.4000244140625,USD,2024-01-11 10:00:00+00:00
GC=F,2038.800048828125,USD,2024-01-11 11:00:00+00:00
GC=F,2036.9000244140625,USD,2024-01-11 12:00:00+00:00
GC=F,2033.699951171875,USD,2024-01-11 13:00:00+00:00
GC=F,2034.300048828125,USD,2024-01-11 14:00:00+00:00
GC=F,2033.4000244140625,USD,2024-01-11 15:00:00+00:00
GC=F,2020.800048828125,USD,2024-01-11 16:00:00+00:00
GC=F,2018.5,USD,2024-01-11 17:00:00+00:00
GC=F,2021.0999755859375,USD,2024-01-11 18:00:00+00:00
GC=F,2030.9000244140625,USD,2024-01-11 19:00:00+00:00
GC=F,2031.9000244140625,USD,2024-01-11 20:00:00+00:00
GC=F,2033.0999755859375,USD,2024-01-11 21:00:00+00:00
GC=F,2039.5,USD,2024-01-11 23:00:00+00:00
GC=F,2035.4000244140625,USD,2024-01-12 00:00:00+00:00
GC=F,2038.0999755859375,USD,2024-01-12 01:00:00+00:00
GC=F,2038.0999755859375,USD,2024-01-12 02:00:00+00:00
GC=F,2038.0,USD,2024-01-12 03:00:00+00:00
GC=F,2038.800048828125,USD,2024-01-12 04:00:00+00:00
GC=F,2040.0999755859375,USD,2024-01-12 05:00:00+00:00
GC=F,2039.300048828125,USD,2024-01-12 06:00:00+00:00
GC=F,2041.9000244140625,USD,2024-01-12 07:00:00+00:00
GC=F,2043.199951171875,USD,2024-01-12 08:00:00+00:00
GC=F,2042.699951171875,USD,2024-01-12 09:00:00+00:00
GC=F,2050.5,USD,2024-01-12 10:00:00+00:00
GC=F,2050.10009765625,USD,2024-01-12 11:00:00+00:00
GC=F,2052.60009765625,USD,2024-01-12 12:00:00+00:00
GC=F,2061.0,USD,2024-01-12 13:00:00+00:00
GC=F,2060.699951171875,USD,2024-01-12 14:00:00+00:00
GC=F,2058.300048828125,USD,2024-01-12 15:00:00+00:00
GC=F,2052.89990234375,USD,2024-01-12 16:00:00+00:00
GC=F,2048.300048828125,USD,2024-01-12 17:00:00+00:00
GC=F,2051.89990234375,USD,2024-01-12 18:00:00+00:00
GC=F,2051.699951171875,USD,2024-01-12 19:00:00+00:00
GC=F,2051.800048828125,USD,2024-01-12 20:00:00+00:00
GC=F,2053.60009765625,USD,2024-01-12 21:00:00+00:00
GC=F,2051.300048828125,USD,2024-01-14 23:00:00+00:00
GC=F,2051.89990234375,USD,2024-01-15 00:00:00+00:00
GC=F,2054.800048828125,USD,2024-01-15 01:00:00+00:00
GC=F,2060.300048828125,USD,2024-01-15 02:00:00+00:00
GC=F,2061.199951171875,USD,2024-01-15 03:00:00+00:00
GC=F,2058.300048828125,USD,2024-01-15 04:00:00+00:00
GC=F,2052.0,USD,2024-01-16 05:00:00+00:00
GC=F,2054.10009765625,USD,2024-01-16 06:00:00+00:00
GC=F,2053.199951171875,USD,2024-01-16 07:00:00+00:00
GC=F,2046.699951171875,USD,2024-01-16 08:00:00+00:00
GC=F,2045.0999755859375,USD,2024-01-16 09:00:00+00:00
GC=F,2044.5999755859375,USD,2024-01-16 10:00:00+00:00
GC=F,2043.5999755859375,USD,2024-01-16 11:00:00+00:00
GC=F,2042.199951171875,USD,2024-01-16 12:00:00+00:00
GC=F,2041.300048828125,USD,2024-01-16 13:00:00+00:00
GC=F,2041.9000244140625,USD,2024-01-16 14:00:00+00:00
GC=F,2044.9000244140625,USD,2024-01-16 15:00:00+00:00
GC=F,2037.0,USD,2024-01-16 16:00:00+00:00
GC=F,2028.699951171875,USD,2024-01-16 17:00:00+00:00
GC=F,2028.5,USD,2024-01-16 18:00:00+00:00
GC=F,2032.800048828125,USD,2024-01-16 19:00:00+00:00
GC=F,2031.800048828125,USD,2024-01-16 20:00:00+00:00
GC=F,2031.699951171875,USD,2024-01-16 21:00:00+00:00
GC=F,2031.300048828125,USD,2024-01-16 23:00:00+00:00
GC=F,2031.5999755859375,USD,2024-01-17 00:00:00+00:00
GC=F,2033.4000244140625,USD,2024-01-17 01:00:00+00:00
GC=F,2032.0,USD,2024-01-17 02:00:00+00:00
GC=F,2027.199951171875,USD,2024-01-17 03:00:00+00:00
GC=F,2028.5,USD,2024-01-17 04:00:00+00:00
GC=F,2023.800048828125,USD,2024-01-17 05:00:00+00:00
GC=F,2022.300048828125,USD,2024-01-17 06:00:00+00:00
GC=F,2028.5999755859375,USD,2024-01-17 07:00:00+00:00
GC=F,2024.5,USD,2024-01-17 08:00:00+00:00
GC=F,2026.800048828125,USD,2024-01-17 09:00:00+00:00
GC=F,2029.0999755859375,USD,2024-01-17 10:00:00+00:00
GC=F,2027.0,USD,2024-01-17 11:00:00+00:00
GC=F,2031.800048828125,USD,2024-01-17 12:00:00+00:00
GC=F,2025.5999755859375,USD,2024-01-17 13:00:00+00:00
GC=F,2015.4000244140625,USD,2024-01-17 14:00:00+00:00
GC=F,2011.9000244140625,USD,2024-01-17 15:00:00+00:00
GC=F,2008.4000244140625,USD,2024-01-17 16:00:00+00:00
GC=F,2009.9000244140625,USD,2024-01-17 17:00:00+00:00
GC=F,2007.699951171875,USD,2024-01-17 18:00:00+00:00
GC=F,2008.5,USD,2024-01-17 19:00:00+00:00
GC=F,2009.0,USD,2024-01-17 20:00:00+00:00
GC=F,2008.800048828125,USD,2024-01-17 21:00:00+00:00
GC=F,2011.300048828125,USD,2024-01-17 23:00:00+00:00
GC=F,2012.699951171875,USD,2024-01-18 00:00:00+00:00
GC=F,2013.4000244140625,USD,2024-01-18 01:00:00+00:00
GC=F,2009.300048828125,USD,2024-01-18 02:00:00+00:00
GC=F,2009.9000244140625,USD,2024-01-18 03:00:00+00:00
GC=F,2010.0999755859375,USD,2024-01-18 04:00:00+00:00
GC=F,2011.0,USD,2024-01-18 05:00:00+00:00
GC=F,2014.4000244140625,USD,2024-01-18 06:00:00+00:00
GC=F,2014.199951171875,USD,2024-01-18 07:00:00+00:00
GC=F,2011.5999755859375,USD,2024-01-18 08:00:00+00:00
GC=F,2012.300048828125,USD,2024-01-18 09:00:00+00:00
GC=F,2013.699951171875,USD,2024-01-18 10:00:00+00:00
GC=F,2014.5,USD,2024-01-18 11:00:00+00:00
GC=F,2017.199951171875,USD,2024-01-18 12:00:00+00:00
GC=F,2011.0999755859375,USD,2024-01-18 13:00:00+00:00
GC=F,2015.0,USD,2024-01-18 14:00:00+00:00
GC=F,2015.800048828125,USD,2024-01-18 15:00:00+00:00
GC=F,2017.199951171875,USD,2024-01-18 16:00:00+00:00
GC=F,2018.699951171875,USD,2024-01-18 17:00:00+00:00
GC=F,2023.0999755859375,USD,2024-01-18 18:00:00+00:00
GC=F,2022.199951171875,USD,2024-01-18 19:00:00+00:00
GC=F,2024.699951171875,USD,2024-01-18 20:00:00+00:00
GC=F,2025.0999755859375,USD,2024-01-18 21:00:00+00:00
GC=F,2025.699951171875,USD,2024-01-18 23:00:00+00:00
GC=F,2025.0,USD,2024-01-19 00:00:00+00:00
GC=F,2025.800048828125,USD,2024-01-19 01:00:00+00:00
GC=F,2025.9000244140625,USD,2024-01-19 02:00:00+00:00
GC=F,2024.699951171875,USD,2024-01-19 03:00:00+00:00
GC=F,2022.9000244140625,USD,2024-01-19 04:00:00+00:00
GC=F,2023.4000244140625,USD,2024-01-19 05:00:00+00:00
GC=F,2025.699951171875,USD,2024-01-19 06:00:00+00:00
GC=F,2030.0999755859375,USD,2024-01-19 07:00:00+00:00
GC=F,2031.9000244140625,USD,2024-01-19 08:00:00+00:00
GC=F,2032.0,USD,2024-01-19 09:00:00+00:00
GC=F,2032.5999755859375,USD,2024-01-19 10:00:00+00:00
GC=F,2033.800048828125,USD,2024-01-19 11:00:00+00:00
GC=F,2035.199951171875,USD,2024-01-19 12:00:00+00:00
GC=F,2037.4000244140625,USD,2024-01-19 13:00:00+00:00
GC=F,2032.0,USD,2024-01-19 14:00:00+00:00
GC=F,2030.0,USD,2024-01-19 15:00:00+00:00
GC=F,2027.0,USD,2024-01-19 16:00:00+00:00
GC=F,2031.199951171875,USD,2024-01-19 17:00:00+00:00
GC=F,2030.199951171875,USD,2024-01-19 18:00:00+00:00
GC=F,2031.5999755859375,USD,2024-01-19 19:00:00+00:00
GC=F,2030.699951171875,USD,2024-01-19 20:00:00+00:00
GC=F,2031.800048828125,USD,2024-01-19 21:00:00+00:00
GC=F,2029.300048828125,USD,2024-01-21 23:00:00+00:00
GC=F,2030.9000244140625,USD,2024-01-22 00:00:00+00:00
GC=F,2030.800048828125,USD,2024-01-22 01:00:00+00:00
GC=F,2031.4000244140625,USD,2024-01-22 02:00:00+00:00
GC=F,2028.5,USD,2024-01-22 03:00:00+00:00
GC=F,2026.800048828125,USD,2024-01-22 04:00:00+00:00
GC=F,2024.699951171875,USD,2024-01-22 05:00:00+00:00
GC=F,2022.300048828125,USD,2024-01-22 06:00:00+00:00
GC=F,2023.4000244140625,USD,2024-01-22 07:00:00+00:00
GC=F,2023.800048828125,USD,2024-01-22 08:00:00+00:00
GC=F,2023.300048828125,USD,2024-01-22 09:00:00+00:00
GC=F,2024.4000244140625,USD,2024-01-22 10:00:00+00:00
GC=F,2027.800048828125,USD,2024-01-22 11:00:00+00:00
GC=F,2031.4000244140625,USD,2024-01-22 12:00:00+00:00
GC=F,2024.699951171875,USD,2024-01-22 13:00:00+00:00
GC=F,2024.4000244140625,USD,2024-01-22 14:00:00+00:00
GC=F,2025.800048828125,USD,2024-01-22 15:00:00+00:00
GC=F,2025.300048828125,USD,2024-01-22 16:00:00+00:00
GC=F,2023.0999755859375,USD,2024-01-22 17:00:00+00:00
GC=F,2022.800048828125,USD,2024-01-22 18:00:00+00:00
GC=F,2022.699951171875,USD,2024-01-22 19:00:00+00:00
GC=F,2022.300048828125,USD,2024-01-22 20:00:00+00:00
GC=F,2023.0999755859375,USD,2024-01-22 21:00:00+00:00
GC=F,2022.0,USD,2024-01-22 23:00:00+00:00
GC=F,2024.199951171875,USD,2024-01-23 00:00:00+00:00
GC=F,2022.9000244140625,USD,2024-01-23 01:00:00+00:00
GC=F,2023.800048828125,USD,2024-01-23 02:00:00+00:00
GC=F,2028.699951171875,USD,2024-01-23 03:00:00+00:00
GC=F,2028.9000244140625,USD,2024-01-23 04:00:00+00:00
GC=F,2031.9000244140625,USD,2024-01-23 05:00:00+00:00
GC=F,2036.300048828125,USD,2024-01-23 06:00:00+00:00
GC=F,2033.0999755859375,USD,2024-01-23 07:00:00+00:00
GC=F,2030.300048828125,USD,2024-01-23 08:00:00+00:00
GC=F,2030.0,USD,2024-01-23 09:00:00+00:00
GC=F,2026.4000244140625,USD,2024-01-23 10:00:00+00:00
GC=F,2025.199951171875,USD,2024-01-23 11:00:00+00:00
GC=F,2027.0999755859375,USD,2024-01-23 12:00:00+00:00
GC=F,2026.199951171875,USD,2024-01-23 13:00:00+00:00
GC=F,2024.4000244140625,USD,2024-01-23 14:00:00+00:00
GC=F,2026.5,USD,2024-01-23 15:00:00+00:00
GC=F,2027.0,USD,2024-01-23 16:00:00+00:00
GC=F,2025.5,USD,2024-01-23 17:00:00+00:00
GC=F,2026.4000244140625,USD,2024-01-23 18:00:00+00:00
GC=F,2031.199951171875,USD,2024-01-23 19:00:00+00:00
GC=F,2029.9000244140625,USD,2024-01-23 20:00:00+00:00
GC=F,2030.5999755859375,USD,2024-01-23 21:00:00+00:00
GC=F,2030.5,USD,2024-01-23 23:00:00+00:00
GC=F,2028.5,USD,2024-01-24 00:00:00+00:00
GC=F,2028.199951171875,USD,2024-01-24 01:00:00+00:00
GC=F,2025.0999755859375,USD,2024-01-24 02:00:00+00:00
GC=F,2025.699951171875,USD,2024-01-24 03:00:00+00:00
GC=F,2025.300048828125,USD,2024-01-24 04:00:00+00:00
GC=F,2025.199951171875,USD,2024-01-24 05:00:00+00:00
GC=F,2026.800048828125,USD,2024-01-24 06:00:00+00:00
GC=F,2030.699951171875,USD,2024-01-24 07:00:00+00:00
GC=F,2032.0,USD,2024-01-24 08:00:00+00:00
GC=F,2031.9000244140625,USD,2024-01-24 09:00:00+00:00
GC=F,2033.9000244140625,USD,2024-01-24 10:00:00+00:00
GC=F,2034.5999755859375,USD,2024-01-24 11:00:00+00:00
GC=F,2033.800048828125,USD,2024-01-24 12:00:00+00:00
GC=F,2035.0999755859375,USD,2024-01-24 13:00:00+00:00
GC=F,2025.5,USD,2024-01-24 14:00:00+00:00
GC=F,2016.0,USD,2024-01-24 15:00:00+00:00
GC=F,2016.300048828125,USD,2024-01-24 16:00:00+00:00
GC=F,2020.300048828125,USD,2024-01-24 17:00:00+00:00
GC=F,2015.9000244140625,USD,2024-01-24 18:00:00+00:00
GC=F,2012.9000244140625,USD,2024-01-24 19:00:00+00:00
GC=F,2013.0,USD,2024-01-24 20:00:00+00:00
GC=F,2014.4000244140625,USD,2024-01-24 21:00:00+00:00
GC=F,2016.300048828125,USD,2024-01-24 23:00:00+00:00
GC=F,2015.4000244140625,USD,2024-01-25 00:00:00+00:00
GC=F,2016.300048828125,USD,2024-01-25 01:00:00+00:00
GC=F,2015.0999755859375,USD,2024-01-25 02:00:00+00:00
GC=F,2015.5,USD,2024-01-25 03:00:00+00:00
GC=F,2015.5999755859375,USD,2024-01-25 04:00:00+00:00
GC=F,2015.4000244140625,USD,2024-01-25 05:00:00+00:00
GC=F,2015.699951171875,USD,2024-01-25 06:00:00+00:00
GC=F,2015.699951171875,USD,2024-01-25 07:00:00+00:00
GC=F,2013.5999755859375,USD,2024-01-25 08:00:00+00:00
GC=F,2017.800048828125,USD,2024-01-25 09:00:00+00:00
GC=F,2019.4000244140625,USD,2024-01-25 10:00:00+00:00
GC=F,2017.699951171875,USD,2024-01-25 11:00:00+00:00
GC=F,2013.699951171875,USD,2024-01-25 12:00:00+00:00
GC=F,2019.5,USD,2024-01-25 13:00:00+00:00
GC=F,2023.800048828125,USD,2024-01-25 14:00:00+00:00
GC=F,2020.300048828125,USD,2024-01-25 15:00:00+00:00
GC=F,2014.4000244140625,USD,2024-01-25 16:00:00+00:00
GC=F,2014.9000244140625,USD,2024-01-25 17:00:00+00:00
GC=F,2014.300048828125,USD,2024-01-25 18:00:00+00:00
GC=F,2018.0,USD,2024-01-25 19:00:00+00:00
GC=F,2020.5,USD,2024-01-25 20:00:00+00:00
GC=F,2021.0,USD,2024-01-25 21:00:00+00:00
GC=F,2020.4000244140625,USD,2024-01-25 23:00:00+00:00
GC=F,2021.0,USD,2024-01-26 00:00:00+00:00
GC=F,2021.800048828125,USD,2024-01-26 01:00:00+00:00
GC=F,2021.5999755859375,USD,2024-01-26 02:00:00+00:00
GC=F,2021.5,USD,2024-01-26 03:00:00+00:00
GC=F,2020.9000244140625,USD,2024-01-26 04:00:00+00:00
GC=F,2022.800048828125,USD,2024-01-26 05:00:00+00:00
GC=F,2021.199951171875,USD,2024-01-26 06:00:00+00:00
GC=F,2021.199951171875,USD,2024-01-26 07:00:00+00:00
GC=F,2020.300048828125,USD,2024-01-26 08:00:00+00:00
GC=F,2020.5999755859375,USD,2024-01-26 09:00:00+00:00
GC=F,2023.5,USD,2024-01-26 10:00:00+00:00
GC=F,2023.300048828125,USD,2024-01-26 11:00:00+00:00
GC=F,2021.4000244140625,USD,2024-01-26 12:00:00+00:00
GC=F,2024.699951171875,USD,2024-01-26 13:00:00+00:00
GC=F,2020.0999755859375,USD,2024-01-26 14:00:00+00:00
GC=F,2016.9000244140625,USD,2024-01-26 15:00:00+00:00
GC=F,2017.800048828125,USD,2024-01-26 16:00:00+00:00
GC=F,2016.199951171875,USD,2024-01-26 17:00:00+00:00
GC=F,2016.9000244140625,USD,2024-01-26 18:00:00+00:00
GC=F,2016.800048828125,USD,2024-01-26 19:00:00+00:00
GC=F,2018.199951171875,USD,2024-01-26 20:00:00+00:00
GC=F,2018.199951171875,USD,2024-01-26 21:00:00+00:00
GC=F,2021.5999755859375,USD,2024-01-28 23:00:00+00:00
GC=F,2021.0999755859375,USD,2024-01-29 00:00:00+00:00
GC=F,2022.4000244140625,USD,2024-01-29 01:00:00+00:00
GC=F,2024.4000244140625,USD,2024-01-29 02:00:00+00:00
GC=F,2024.699951171875,USD,2024-01-29 03:00:00+00:00
GC=F,2025.0,USD,2024-01-29 04:00:00+00:00
GC=F,2024.5,USD,2024-01-29 05:00:00+00:00
GC=F,2028.0,USD,2024-01-29 06:00:00+00:00
GC=F,2030.699951171875,USD,2024-01-29 07:00:00+00:00
GC=F,2030.9000244140625,USD,2024-01-29 08:00:00+00:00
GC=F,2027.800048828125,USD,2024-01-29 09:00:00+00:00
GC=F,2026.9000244140625,USD,2024-01-29 10:00:00+00:00
GC=F,2027.5,USD,2024-01-29 11:00:00+00:00
GC=F,2027.699951171875,USD,2024-01-29 12:00:00+00:00
GC=F,2036.5,USD,2024-01-29 13:00:00+00:00
GC=F,2023.9000244140625,USD,2024-01-29 14:00:00+00:00
GC=F,2024.4000244140625,USD,2024-01-29 15:00:00+00:00
GC=F,2026.0,USD,2024-01-29 16:00:00+00:00
