ativo,preco,moeda,horario_coleta
BTC-USD,43697.19921875,USD,2024-01-03 11:00:00+00:00
BTC-USD,42754.71484375,USD,2024-01-03 12:00:00+00:00
BTC-USD,42474.6796875,USD,2024-01-03 13:00:00+00:00
BTC-USD,42250.3046875,USD,2024-01-03 14:00:00+00:00
BTC-USD,42995.14453125,USD,2024-01-03 15:00:00+00:00
BTC-USD,43006.78515625,USD,2024-01-03 16:00:00+00:00
BTC-USD,42843.98046875,USD,2024-01-03 17:00:00+00:00
BTC-USD,42312.796875,USD,2024-01-03 18:00:00+00:00
BTC-USD,42600.1484375,USD,2024-01-03 19:00:00+00:00
BTC-USD,42774.89453125,USD,2024-01-03 20:00:00+00:00
BTC-USD,42923.98828125,USD,2024-01-03 21:00:00+00:00
BTC-USD,42747.0625,USD,2024-01-03 22:00:00+00:00
BTC-USD,42837.3984375,USD,2024-01-03 23:00:00+00:00
BTC-USD,42894.54296875,USD,2024-01-04 00:00:00+00:00
BTC-USD,42743.26953125,USD,2024-01-04 01:00:00+00:00
BTC-USD,43200.94140625,USD,2024-01-04 02:00:00+00:00
BTC-USD,43119.53125,USD,2024-01-04 03:00:00+00:00
BTC-USD,43181.4453125,USD,2024-01-04 04:00:00+00:00
BTC-USD,43209.91796875,USD,2024-01-04 05:00:00+00:00
BTC-USD,43190.48828125,USD,2024-01-04 06:00:00+00:00
BTC-USD,42838.32421875,USD,2024-01-04 07:00:00+00:00
BTC-USD,42882.60546875,USD,2024-01-04 08:00:00+00:00
BTC-USD,43048.97265625,USD,2024-01-04 09:00:00+00:00
BTC-USD,43114.9765625,USD,2024-01-04 10:00:00+00:00
BTC-USD,43212.22265625,USD,2024-01-04 11:00:00+00:00
BTC-USD,43410.6171875,USD,2024-01-04 12:00:00+00:00
BTC-USD,43442.390625,USD,2024-01-04 13:00:00+00:00
BTC-USD,43646.31640625,USD,2024-01-04 14:00:00+00:00
BTC-USD,44122.6484375,USD,2024-01-04 15:00:00+00:00
BTC-USD,43954.2890625,USD,2024-01-04 16:00:00+00:00
BTC-USD,44043.53515625,USD,2024-01-04 17:00:00+00:00
BTC-USD,44110.515625,USD,2024-01-04 18:00:00+00:00
BTC-USD,44017.75390625,USD,2024-01-04 19:00:00+00:00
BTC-USD,44214.50390625,USD,2024-01-04 20:00:00+00:00
BTC-USD,44452.23046875,USD,2024-01-04 21:00:00+00:00
BTC-USD,44342.9921875,USD,2024-01-04 22:00:00+00:00
BTC-USD,44200.71484375,USD,2024-01-04 23:00:00+00:00
BTC-USD,44267.9609375,USD,2024-01-05 00:00:00+00:00
BTC-USD,43388.37890625,USD,2024-01-05 01:00:00+00:00
BTC-USD,43554.90234375,USD,2024-01-05 02:00:00+00:00
BTC-USD,43506.32421875,USD,2024-01-05 03:00:00+00:00
BTC-USD,43617.640625,USD,2024-01-05 04:00:00+00:00
BTC-USD,43668.734375,USD,2024-01-05 05:00:00+00:00
BTC-USD,43864.69921875,USD,2024-01-05 06:00:00+00:00
BTC-USD,43822.0078125,USD,2024-01-05 07:00:00+00:00
BTC-USD,43935.140625,USD,2024-01-05 08:00:00+00:00
BTC-USD,44184.36328125,USD,2024-01-05 09:00:00+00:00
BTC-USD,43667.625,USD,2024-01-05 10:00:00+00:00
BTC-USD,43792.96484375,USD,2024-01-05 11:00:00+00:00
BTC-USD,43908.21875,USD,2024-01-05 12:00:00+00:00
BTC-USD,44029.15234375,USD,2024-01-05 13:00:00+00:00
BTC-USD,43549.2265625,USD,2024-01-05 14:00:00+00:00
BTC-USD,43474.86328125,USD,2024-01-05 15:00:00+00:00
BTC-USD,43331.3671875,USD,2024-01-05 16:00:00+00:00
BTC-USD,43641.55859375,USD,2024-01-05 17:00:00+00:00
BTC-USD,43637.18359375,USD,2024-01-05 18:00:00+00:00
BTC-USD,43624.01953125,USD,2024-01-05 19:00:00+00:00
BTC-USD,43982.41796875,USD,2024-01-05 20:00:00+00:00
BTC-USD,43955.38671875,USD,2024-01-05 21:00:00+00:00
BTC-USD,44061.1953125,USD,2024-01-05 22:00:00+00:00
BTC-USD,44160.76171875,USD,2024-01-05 23:00:00+00:00
BTC-USD,44107.7265625,USD,2024-01-06 00:00:00+00:00
BTC-USD,43996.0,USD,2024-01-06 01:00:00+00:00
BTC-USD,43962.15234375,USD,2024-01-06 02:00:00+00:00
BTC-USD,43983.96875,USD,2024-01-06 03:00:00+00:00
BTC-USD,43895.1171875,USD,2024-01-06 04:00:00+00:00
BTC-USD,43729.8515625,USD,2024-01-06 05:00:00+00:00
BTC-USD,43501.5390625,USD,2024-01-06 06:00:00+00:00
BTC-USD,43696.42578125,USD,2024-01-06 07:00:00+00:00
BTC-USD,43725.77734375,USD,2024-01-06 08:00:00+00:00
BTC-USD,43672.32421875,USD,2024-01-06 09:00:00+00:00
BTC-USD,43737.62890625,USD,2024-01-06 10:00:00+00:00
BTC-USD,43696.9375,USD,2024-01-06 11:00:00+00:00
BTC-USD,43628.07421875,USD,2024-01-06 12:00:00+00:00
BTC-USD,43743.03125,USD,2024-01-06 13:00:00+00:00
BTC-USD,43838.66796875,USD,2024-01-06 14:00:00+00:00
BTC-USD,43899.26171875,USD,2024-01-06 15:00:00+00:00
BTC-USD,43909.12890625,USD,2024-01-06 16:00:00+00:00
BTC-USD,44007.80078125,USD,2024-01-06 17:00:00+00:00
BTC-USD,44041.20703125,USD,2024-01-06 18:00:00+00:00
BTC-USD,43941.8125,USD,2024-01-06 19:00:00+00:00
BTC-USD,43854.484375,USD,2024-01-06 20:00:00+00:00
BTC-USD,43919.96875,USD,2024-01-06 21:00:00+00:00
BTC-USD,43884.42578125,USD,2024-01-06 22:00:00+00:00
BTC-USD,43975.1171875,USD,2024-01-06 23:00:00+00:00
BTC-USD,44170.5078125,USD,2024-01-07 00:00:00+00:00
BTC-USD,44001.3828125,USD,2024-01-07 01:00:00+00:00
BTC-USD,43953.5078125,USD,2024-01-07 02:00:00+00:00
BTC-USD,43977.83984375,USD,2024-01-07 03:00:00+00:00
BTC-USD,44022.7578125,USD,2024-01-07 04:00:00+00:00
BTC-USD,43894.15625,USD,2024-01-07 05:00:00+00:00
BTC-USD,44053.87890625,USD,2024-01-07 06:00:00+00:00
BTC-USD,44103.1484375,USD,2024-01-07 07:00:00+00:00
BTC-USD,44039.6484375,USD,2024-01-07 08:00:00+00:00
BTC-USD,43949.203125,USD,2024-01-07 09:00:00+00:00
BTC-USD,43978.0,USD,2024-01-07 10:00:00+00:00
BTC-USD,44079.5546875,USD,2024-01-07 11:00:00+00:00
BTC-USD,44114.63671875,USD,2024-01-07 12:00:00+00:00
BTC-USD,44416.63671875,USD,2024-01-07 13:00:00+00:00
BTC-USD,44405.7890625,USD,2024-01-07 14:00:00+00:00
BTC-USD,44082.82421875,USD,2024-01-07 15:00:00+00:00
BTC-USD,43981.26953125,USD,2024-01-07 16:00:00+00:00
BTC-USD,44093.87890625,USD,2024-01-07 17:00:00+00:00
BTC-USD,44138.5703125,USD,2024-01-07 18:00:00+00:00
BTC-USD,44248.67578125,USD,2024-01-07 19:00:00+00:00
BTC-USD,44174.921875,USD,2024-01-07 20:00:00+00:00
BTC-USD,44247.61328125,USD,2024-01-07 21:00:00+00:00
BTC-USD,43901.59375,USD,2024-01-07 22:00:00+00:00
BTC-USD,43934.7109375,USD,2024-01-07 23:00:00+00:00
BTC-USD,43698.66015625,USD,2024-01-08 00:00:00+00:00
BTC-USD,43736.42578125,USD,2024-01-08 01:00:00+00:00
BTC-USD,43407.359375,USD,2024-01-08 02:00:00+00:00
BTC-USD,43547.26171875,USD,2024-01-08 03:00:00+00:00
BTC-USD,43615.75,USD,2024-01-08 04:00:00+00:00
BTC-USD,43627.5703125,USD,2024-01-08 05:00:00+00:00
BTC-USD,43890.30078125,USD,2024-01-08 06:00:00+00:00
BTC-USD,44008.6484375,USD,2024-01-08 07:00:00+00:00
BTC-USD,43898.78515625,USD,2024-01-08 08:00:00+00:00
BTC-USD,43758.328125,USD,2024-01-08 09:00:00+00:00
BTC-USD,44129.60546875,USD,2024-01-08 10:00:00+00:00
BTC-USD,44617.80859375,USD,2024-01-08 11:00:00+00:00
BTC-USD,45140.875,USD,2024-01-08 12:00:00+00:00
BTC-USD,44981.59375,USD,2024-01-08 13:00:00+00:00
BTC-USD,44869.85546875,USD,2024-01-08 14:00:00+00:00
BTC-USD,45048.8125,USD,2024-01-08 15:00:00+00:00
BTC-USD,44969.35546875,USD,2024-01-08 16:00:00+00:00
BTC-USD,45592.671875,USD,2024-01-08 17:00:00+00:00
BTC-USD,46931.58984375,USD,2024-01-08 18:00:00+00:00
BTC-USD,47027.77734375,USD,2024-01-08 19:00:00+00:00
BTC-USD,46831.15234375,USD,2024-01-08 20:00:00+00:00
BTC-USD,47111.4296875,USD,2024-01-08 21:00:00+00:00
BTC-USD,47034.5078125,USD,2024-01-08 22:00:00+00:00
BTC-USD,46962.42578125,USD,2024-01-08 23:00:00+00:00
BTC-USD,46697.12109375,USD,2024-01-09 00:00:00+00:00
BTC-USD,46512.26953125,USD,2024-01-09 01:00:00+00:00
BTC-USD,46774.77734375,USD,2024-01-09 02:00:00+00:00
BTC-USD,46963.99609375,USD,2024-01-09 03:00:00+00:00
BTC-USD,46853.05859375,USD,2024-01-09 04:00:00+00:00
BTC-USD,46736.015625,USD,2024-01-09 05:00:00+00:00
BTC-USD,46824.30859375,USD,2024-01-09 06:00:00+00:00
BTC-USD,46857.53515625,USD,2024-01-09 07:00:00+00:00
BTC-USD,46567.66015625,USD,2024-01-09 08:00:00+00:00
BTC-USD,46513.88671875,USD,2024-01-09 09:00:00+00:00
BTC-USD,46466.08203125,USD,2024-01-09 10:00:00+00:00
BTC-USD,46637.25,USD,2024-01-09 11:00:00+00:00
BTC-USD,46242.0859375,USD,2024-01-09 12:00:00+00:00
BTC-USD,46810.06640625,USD,2024-01-09 13:00:00+00:00
BTC-USD,46609.66796875,USD,2024-01-09 14:00:00+00:00
BTC-USD,46886.4296875,USD,2024-01-09 15:00:00+00:00
BTC-USD,46915.56640625,USD,2024-01-09 16:00:00+00:00
BTC-USD,46750.76953125,USD,2024-01-09 17:00:00+00:00
BTC-USD,46662.1171875,USD,2024-01-09 18:00:00+00:00
BTC-USD,46885.92578125,USD,2024-01-09 19:00:00+00:00
BTC-USD,46638.8515625,USD,2024-01-09 20:00:00+00:00
BTC-USD,45528.08203125,USD,2024-01-09 21:00:00+00:00
BTC-USD,46238.9140625,USD,2024-01-09 22:00:00+00:00
BTC-USD,46112.94140625,USD,2024-01-09 23:00:00+00:00
BTC-USD,45923.2109375,USD,2024-01-10 00:00:00+00:00
BTC-USD,45918.37109375,USD,2024-01-10 01:00:00+00:00
BTC-USD,45955.96484375,USD,2024-01-10 02:00:00+00:00
BTC-USD,46133.37109375,USD,2024-01-10 03:00:00+00:00
BTC-USD,45984.8359375,USD,2024-01-10 04:00:00+00:00
BTC-USD,45986.03515625,USD,2024-01-10 05:00:00+00:00
BTC-USD,46008.4609375,USD,2024-01-10 06:00:00+00:00
BTC-USD,45792.07421875,USD,2024-01-10 07:00:00+00:00
BTC-USD,45478.453125,USD,2024-01-10 08:00:00+00:00
BTC-USD,45663.19140625,USD,2024-01-10 09:00:00+00:00
BTC-USD,45586.62890625,USD,2024-01-10 10:00:00+00:00
BTC-USD,45470.6875,USD,2024-01-10 11:00:00+00:00
BTC-USD,44726.69140625,USD,2024-01-10 12:00:00+00:00
BTC-USD,45164.1328125,USD,2024-01-10 13:00:00+00:00
BTC-USD,44868.609375,USD,2024-01-10 14:00:00+00:00
BTC-USD,45468.13671875,USD,2024-01-10 15:00:00+00:00
BTC-USD,45388.78125,USD,2024-01-10 16:00:00+00:00
BTC-USD,46406.63671875,USD,2024-01-10 17:00:00+00:00
BTC-USD,46542.5859375,USD,2024-01-10 18:00:00+00:00
BTC-USD,46492.0546875,USD,2024-01-10 19:00:00+00:00
BTC-USD,46194.671875,USD,2024-01-10 20:00:00+00:00
BTC-USD,45876.46875,USD,2024-01-10 21:00:00+00:00
BTC-USD,46919.81640625,USD,2024-01-10 22:00:00+00:00
BTC-USD,46646.68359375,USD,2024-01-10 23:00:00+00:00
BTC-USD,46702.53515625,USD,2024-01-11 00:00:00+00:00
BTC-USD,46529.45703125,USD,2024-01-11 01:00:00+00:00
BTC-USD,46597.34375,USD,2024-01-11 02:00:00+00:00
BTC-USD,46484.2578125,USD,2024-01-11 03:00:00+00:00
BTC-USD,46431.25390625,USD,2024-01-11 04:00:00+00:00
BTC-USD,46125.015625,USD,2024-01-11 05:00:00+00:00
BTC-USD,45917.0546875,USD,2024-01-11 06:00:00+00:00
BTC-USD,46089.1484375,USD,2024-01-11 07:00:00+00:00
BTC-USD,46279.1171875,USD,2024-01-11 08:00:00+00:00
BTC-USD,46243.52734375,USD,2024-01-11 09:00:00+00:00
BTC-USD,46821.734375,USD,2024-01-11 10:00:00+00:00
BTC-USD,47086.29296875,USD,2024-01-11 11:00:00+00:00
BTC-USD,47442.83203125,USD,2024-01-11 12:00:00+00:00
BTC-USD,47317.859375,USD,2024-01-11 13:00:00+00:00
BTC-USD,48712.9609375,USD,2024-01-11 14:00:00+00:00
BTC-USD,46691.44921875,USD,2024-01-11 15:00:00+00:00
BTC-USD,45961.3828125,USD,2024-01-11 16:00:00+00:00
BTC-USD,46464.54296875,USD,2024-01-11 17:00:00+00:00
BTC-USD,46525.515625,USD,2024-01-11 18:00:00+00:00
BTC-USD,46704.07421875,USD,2024-01-11 19:00:00+00:00
BTC-USD,46208.6640625,USD,2024-01-11 20:00:00+00:00
BTC-USD,46157.64453125,USD,2024-01-11 21:00:00+00:00
BTC-USD,46399.60546875,USD,2024-01-11 22:00:00+00:00
BTC-USD,46402.35546875,USD,2024-01-11 23:00:00+00:00
BTC-USD,46303.0,USD,2024-01-12 00:00:00+00:00
BTC-USD,46149.0546875,USD,2024-01-12 01:00:00+00:00
BTC-USD,46121.9140625,USD,2024-01-12 02:00:00+00:00
BTC-USD,46072.23828125,USD,2024-01-12 03:00:00+00:00
BTC-USD,45921.47265625,USD,2024-01-12 04:00:00+00:00
BTC-USD,46199.46875,USD,2024-01-12 05:00:00+00:00
BTC-USD,46119.6640625,USD,2024-01-12 06:00:00+00:00
BTC-USD,46008.625,USD,2024-01-12 07:00:00+00:00
BTC-USD,45872.70703125,USD,2024-01-12 08:00:00+00:00
BTC-USD,45941.4453125,USD,2024-01-12 09:00:00+00:00
BTC-USD,46092.0546875,USD,2024-01-12 10:00:00+00:00
BTC-USD,45970.44921875,USD,2024-01-12 11:00:00+00:00
BTC-USD,45868.3203125,USD,2024-01-12 12:00:00+00:00
BTC-USD,45789.09765625,USD,2024-01-12 13:00:00+00:00
BTC-USD,45517.625,USD,2024-01-12 14:00:00+00:00
BTC-USD,44405.25,USD,2024-01-12 15:00:00+00:00
BTC-USD,43569.78125,USD,2024-01-12 16:00:00+00:00
BTC-USD,43657.19921875,USD,2024-01-12 17:00:00+00:00
BTC-USD,43471.1640625,USD,2024-01-12 18:00:00+00:00
BTC-USD,43435.46484375,USD,2024-01-12 19:00:00+00:00
BTC-USD,43711.65234375,USD,2024-01-12 20:00:00+00:00
BTC-USD,43428.109375,USD,2024-01-12 21:00:00+00:00
BTC-USD,42522.453125,USD,2024-01-12 22:00:00+00:00
BTC-USD,42842.4765625,USD,2024-01-12 23:00:00+00:00
BTC-USD,42798.5078125,USD,2024-01-13 00:00:00+00:00
BTC-USD,42666.97265625,USD,2024-01-13 01:00:00+00:00
BTC-USD,42568.66796875,USD,2024-01-13 02:00:00+00:00
BTC-USD,42603.203125,USD,2024-01-13 03:00:00+00:00
BTC-USD,42827.8828125,USD,2024-01-13 04:00:00+00:00
BTC-USD,43051.15234375,USD,2024-01-13 05:00:00+00:00
BTC-USD,43134.3125,USD,2024-01-13 06:00:00+00:00
BTC-USD,43112.1328125,USD,2024-01-13 07:00:00+00:00
BTC-USD,43200.77734375,USD,2024-01-13 08:00:00+00:00
BTC-USD,42916.734375,USD,2024-01-13 09:00:00+00:00
BTC-USD,42745.37109375,USD,2024-01-13 10:00:00+00:00
BTC-USD,42578.95703125,USD,2024-01-13 11:00:00+00:00
BTC-USD,42700.78125,USD,2024-01-13 12:00:00+00:00
BTC-USD,42715.6484375,USD,2024-01-13 13:00:00+00:00
BTC-USD,42838.0859375,USD,2024-01-13 14:00:00+00:00
BTC-USD,43182.5546875,USD,2024-01-13 15:00:00+00:00
BTC-USD,42873.28125,USD,2024-01-13 16:00:00+00:00
BTC-USD,42881.1171875,USD,2024-01-13 17:00:00+00:00
BTC-USD,42797.98828125,USD,2024-01-13 18:00:00+00:00
BTC-USD,42810.12109375,USD,2024-01-13 19:00:00+00:00
BTC-USD,42850.609375,USD,2024-01-13 20:00:00+00:00
BTC-USD,42972.625,USD,2024-01-13 21:00:00+00:00
BTC-USD,42984.54296875,USD,2024-01-13 22:00:00+00:00
BTC-USD,42835.70703125,USD,2024-01-13 23:00:00+00:00
BTC-USD,42708.33984375,USD,2024-01-14 00:00:00+00:00
BTC-USD,42786.78125,USD,2024-01-14 01:00:00+00:00
BTC-USD,42780.23046875,USD,2024-01-14 02:00:00+00:00
BTC-USD,42667.25,USD,2024-01-14 03:00:00+00:00
BTC-USD,42574.5546875,USD,2024-01-14 04:00:00+00:00
BTC-USD,42750.03125,USD,2024-01-14 05:00:00+00:00
BTC-USD,42964.58984375,USD,2024-01-14 06:00:00+00:00
BTC-USD,42992.76953125,USD,2024-01-14 07:00:00+00:00
BTC-USD,42987.8671875,USD,2024-01-14 08:00:00+00:00
BTC-USD,43065.59765625,USD,2024-01-14 09:00:00+00:00
BTC-USD,42885.71484375,USD,2024-01-14 10:00:00+00:00
BTC-USD,42812.25,USD,2024-01-14 11:00:00+00:00
BTC-USD,42747.8515625,USD,2024-01-14 12:00:00+00:00
BTC-USD,42888.7734375,USD,2024-01-14 13:00:00+00:00
BTC-USD,42817.125,USD,2024-01-14 14:00:00+00:00
BTC-USD,42914.34765625,USD,2024-01-14 15:00:00+00:00
BTC-USD,42926.91796875,USD,2024-01-14 16:00:00+00:00
BTC-USD,42956.77734375,USD,2024-01-14 17:00:00+00:00
BTC-USD,42907.8359375,USD,2024-01-14 18:00:00+00:00
BTC-USD,42625.859375,USD,2024-01-14 19:00:00+00:00
BTC-USD,42522.546875,USD,2024-01-14 20:00:00+00:00
BTC-USD,42465.4921875,USD,2024-01-14 21:00:00+00:00
BTC-USD,42254.05859375,USD,2024-01-14 22:00:00+00:00
BTC-USD,41812.25390625,USD,2024-01-14 23:00:00+00:00
BTC-USD,42235.7578125,USD,2024-01-15 00:00:00+00:00
BTC-USD,42258.46484375,USD,2024-01-15 01:00:00+00:00
BTC-USD,42362.98046875,USD,2024-01-15 02:00:00+00:00
BTC-USD,42539.94140625,USD,2024-01-15 03:00:00+00:00
BTC-USD,42589.41796875,USD,2024-01-15 04:00:00+00:00
BTC-USD,42732.328125,USD,2024-01-15 05:00:00+00:00
BTC-USD,42641.8828125,USD,2024-01-15 06:00:00+00:00
BTC-USD,42701.32421875,USD,2024-01-15 07:00:00+00:00
BTC-USD,42651.671875,USD,2024-01-15 08:00:00+00:00
BTC-USD,42711.4140625,USD,2024-01-15 09:00:00+00:00
BTC-USD,42545.5703125,USD,2024-01-15 10:00:00+00:00
BTC-USD,42678.52734375,USD,2024-01-15 11:00:00+00:00
BTC-USD,42647.2578125,USD,2024-01-15 12:00:00+00:00
BTC-USD,42845.2109375,USD,2024-01-15 13:00:00+00:00
BTC-USD,42243.23046875,USD,2024-01-15 14:00:00+00:00
BTC-USD,42257.58203125,USD,2024-01-15 15:00:00+00:00
BTC-USD,42527.08203125,USD,2024-01-15 16:00:00+00:00
BTC-USD,42707.94921875,USD,2024-01-15 17:00:00+00:00
BTC-USD,42981.28515625,USD,2024-01-15 18:00:00+00:00
BTC-USD,42958.9453125,USD,2024-01-15 19:00:00+00:00
BTC-USD,42846.875,USD,2024-01-15 20:00:00+00:00
BTC-USD,42727.7734375,USD,2024-01-15 21:00:00+00:00
BTC-USD,42592.1953125,USD,2024-01-15 22:00:00+00:00
BTC-USD,42533.6796875,USD,2024-01-15 23:00:00+00:00
BTC-USD,42590.82421875,USD,2024-01-16 00:00:00+00:00
BTC-USD,42535.453125,USD,2024-01-16 01:00:00+00:00
BTC-USD,42685.44921875,USD,2024-01-16 02:00:00+00:00
BTC-USD,42893.484375,USD,2024-01-16 03:00:00+00:00
BTC-USD,42753.3671875,USD,2024-01-16 04:00:00+00:00
BTC-USD,42751.12890625,USD,2024-01-16 05:00:00+00:00
BTC-USD,42700.79296875,USD,2024-01-16 06:00:00+00:00
BTC-USD,42717.609375,USD,2024-01-16 07:00:00+00:00
BTC-USD,42969.2421875,USD,2024-01-16 08:00:00+00:00
BTC-USD,42912.890625,USD,2024-01-16 09:00:00+00:00
BTC-USD,42850.2265625,USD,2024-01-16 10:00:00+00:00
BTC-USD,42845.51171875,USD,2024-01-16 11:00:00+00:00
BTC-USD,43103.02734375,USD,2024-01-16 12:00:00+00:00
BTC-USD,42778.61328125,USD,2024-01-16 13:00:00+00:00
BTC-USD,42640.81640625,USD,2024-01-16 14:00:00+00:00
BTC-USD,43258.41796875,USD,2024-01-16 15:00:00+00:00
BTC-USD,43221.24609375,USD,2024-01-16 16:00:00+00:00
BTC-USD,43059.7421875,USD,2024-01-16 17:00:00+00:00
BTC-USD,43017.296875,USD,2024-01-16 18:00:00+00:00
BTC-USD,43166.3125,USD,2024-01-16 19:00:00+00:00
BTC-USD,43136.25390625,USD,2024-01-16 20:00:00+00:00
BTC-USD,43421.91796875,USD,2024-01-16 21:00:00+00:00
BTC-USD,43224.27734375,USD,2024-01-16 22:00:00+00:00
BTC-USD,43138.171875,USD,2024-01-16 23:00:00+00:00
BTC-USD,43097.453125,USD,2024-01-17 00:00:00+00:00
BTC-USD,42983.2578125,USD,2024-01-17 01:00:00+00:00
BTC-USD,42995.34765625,USD,2024-01-17 02:00:00+00:00
BTC-USD,42848.70703125,USD,2024-01-17 03:00:00+00:00
BTC-USD,42848.109375,USD,2024-01-17 04:00:00+00:00
BTC-USD,42776.48828125,USD,2024-01-17 05:00:00+00:00
BTC-USD,42795.7578125,USD,2024-01-17 06:00:00+00:00
BTC-USD,42657.12890625,USD,2024-01-17 07:00:00+00:00
BTC-USD,42703.57421875,USD,2024-01-17 08:00:00+00:00
BTC-USD,42668.4296875,USD,2024-01-17 09:00:00+00:00
BTC-USD,42805.31640625,USD,2024-01-17 10:00:00+00:00
BTC-USD,42655.79296875,USD,2024-01-17 11:00:00+00:00
BTC-USD,42739.29296875,USD,2024-01-17 12:00:00+00:00
BTC-USD,42596.01171875,USD,2024-01-17 13:00:00+00:00
BTC-USD,42649.48828125,USD,2024-01-17 14:00:00+00:00
BTC-USD,42478.96484375,USD,2024-01-17 15:00:00+00:00
BTC-USD,42317.69140625,USD,2024-01-17 16:00:00+00:00
BTC-USD,42373.49609375,USD,2024-01-17 17:00:00+00:00
BTC-USD,42549.859375,USD,2024-01-17 18:00:00+00:00
BTC-USD,42597.171875,USD,2024-01-17 19:00:00+00:00
BTC-USD,42604.15234375,USD,2024-01-17 20:00:00+00:00
BTC-USD,42655.26171875,USD,2024-01-17 21:00:00+00:00
BTC-USD,42659.30859375,USD,2024-01-17 22:00:00+00:00
BTC-USD,42738.96484375,USD,2024-01-17 23:00:00+00:00
BTC-USD,42646.0390625,USD,2024-01-18 00:00:00+00:00
BTC-USD,42553.875,USD,2024-01-18 01:00:00+00:00
BTC-USD,42623.60546875,USD,2024-01-18 02:00:00+00:00
BTC-USD,42544.04296875,USD,2024-01-18 03:00:00+00:00
BTC-USD,42621.74609375,USD,2024-01-18 04:00:00+00:00
